        0.0000   1.010872   0.391305   1.402177 
      100.0000  -0.090574   0.386105   0.295531 
      200.0000  -0.136334   0.386180   0.249846 
      300.0000  -0.160832   0.383689   0.222856 
      400.0000  -0.188392   0.387417   0.199024 
      500.0000  -0.208959   0.396283   0.187324 
      600.0000  -0.220035   0.383809   0.163774 
      700.0000  -0.231479   0.388000   0.156522 
      800.0000  -0.227274   0.382974   0.155700 
      900.0000  -0.238596   0.386596   0.147999 
     1000.0000  -0.232913   0.379610   0.146697 
     1100.0000  -0.231003   0.390121   0.159118 
     1200.0000  -0.240318   0.388166   0.147848 
     1300.0000  -0.250435   0.386720   0.136285 
     1400.0000  -0.251467   0.386372   0.134906 
     1500.0000  -0.250991   0.385148   0.134158 
     1600.0000  -0.241447   0.396004   0.154557 
     1700.0000  -0.237921   0.395116   0.157195 
     1800.0000  -0.248714   0.389941   0.141227 
     1900.0000  -0.258703   0.389600   0.130897 
     2000.0000  -0.257391   0.392294   0.134903 
     2100.0000  -0.268391   0.386064   0.117673 
     2200.0000  -0.253537   0.379383   0.125846 
     2300.0000  -0.251649   0.395634   0.143984 
     2400.0000  -0.258631   0.380141   0.121509 
     2500.0000  -0.270525   0.392948   0.122423 
     2600.0000  -0.278935   0.390289   0.111354 
     2700.0000  -0.278737   0.387819   0.109083 
     2800.0000  -0.283123   0.389499   0.106376 
     2900.0000  -0.288258   0.396188   0.107930 
     3000.0000  -0.288133   0.387615   0.099482 
     3100.0000  -0.290312   0.378117   0.087805 
     3200.0000  -0.295867   0.395893   0.100026 
     3300.0000  -0.295583   0.391891   0.096308 
     3400.0000  -0.299384   0.388671   0.089287 
     3500.0000  -0.301447   0.394335   0.092888 
     3600.0000  -0.295375   0.399639   0.104264 
     3700.0000  -0.297888   0.390424   0.092536 
     3800.0000  -0.282893   0.381351   0.098458 
     3900.0000  -0.279550   0.383842   0.104292 
     4000.0000  -0.260591   0.395118   0.134528 
     4100.0000  -0.263570   0.392848   0.129277 
     4200.0000  -0.264400   0.388797   0.124397 
     4300.0000  -0.269798   0.390652   0.120854 
     4400.0000  -0.280918   0.388868   0.107950 
     4500.0000  -0.286811   0.394945   0.108134 
     4600.0000  -0.281321   0.386051   0.104730 
     4700.0000  -0.282787   0.394336   0.111549 
     4800.0000  -0.270842   0.394482   0.123640 
     4900.0000  -0.261365   0.385916   0.124551 
     5000.0000  -0.256213   0.385812   0.129600 
     5100.0000  -0.265122   0.389710   0.124588 
     5200.0000  -0.264901   0.386270   0.121369 
     5300.0000  -0.251223   0.389666   0.138443 
     5400.0000  -0.244100   0.389258   0.145158 
     5500.0000  -0.249772   0.395352   0.145580 
     5600.0000  -0.247539   0.387533   0.139993 
     5700.0000  -0.252910   0.384961   0.132051 
     5800.0000  -0.271251   0.396826   0.125574 
     5900.0000  -0.281414   0.389086   0.107672 
     6000.0000  -0.274858   0.389512   0.114654 
     6100.0000  -0.282212   0.389763   0.107551 
