        0.0000   1.166920   0.370235   1.537155 
      100.0000  -0.072734   0.366975   0.294241 
      200.0000  -0.133100   0.374592   0.241492 
      300.0000  -0.173156   0.372288   0.199132 
      400.0000  -0.219128   0.368928   0.149799 
      500.0000  -0.264078   0.364589   0.100510 
      600.0000  -0.301509   0.367237   0.065728 
      700.0000  -0.331940   0.373473   0.041534 
      800.0000  -0.339060   0.366293   0.027233 
      900.0000  -0.365463   0.365423  -0.000040 
     1000.0000  -0.379282   0.365381  -0.013900 
     1100.0000  -0.382622   0.377093  -0.005528 
     1200.0000  -0.396501   0.369431  -0.027071 
     1300.0000  -0.404864   0.372032  -0.032832 
     1400.0000  -0.421046   0.368863  -0.052183 
     1500.0000  -0.428568   0.374168  -0.054401 
     1600.0000  -0.444249   0.367800  -0.076449 
     1700.0000  -0.446918   0.368579  -0.078338 
     1800.0000  -0.433026   0.368574  -0.064453 
     1900.0000  -0.439009   0.364171  -0.074837 
     2000.0000  -0.461741   0.373599  -0.088142 
     2100.0000  -0.452730   0.361528  -0.091202 
     2200.0000  -0.460525   0.367715  -0.092811 
     2300.0000  -0.466851   0.359308  -0.107543 
     2400.0000  -0.462880   0.363507  -0.099372 
     2500.0000  -0.468896   0.369844  -0.099052 
     2600.0000  -0.463154   0.362689  -0.100465 
     2700.0000  -0.467678   0.366303  -0.101375 
     2800.0000  -0.469157   0.368875  -0.100282 
     2900.0000  -0.463482   0.372451  -0.091031 
     3000.0000  -0.472431   0.368147  -0.104284 
     3100.0000  -0.476222   0.369831  -0.106391 
     3200.0000  -0.472351   0.367678  -0.104673 
     3300.0000  -0.475296   0.368525  -0.106772 
     3400.0000  -0.474341   0.378220  -0.096120 
